concept_id,hi_absolute,hi_critical,hi_normal,low_absolute,low_critical,low_normal,units,precise,display_precision
5581,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5582,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5583,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5594,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5595,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5598,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5601,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5603,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5604,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5607,NULL,NULL,NULL,NULL,NULL,NULL,'years',0,NULL

5611,NULL,NULL,NULL,NULL,NULL,NULL,'#people',0,NULL

5612,NULL,NULL,NULL,NULL,NULL,NULL,'#children',0,NULL

5613,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5614,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5615,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5624,NULL,NULL,NULL,NULL,NULL,NULL,'#pregnancies',0,NULL

5625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5626,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5627,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5628,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5629,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5651,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5653,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5654,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5655,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5657,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5658,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5659,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5660,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5662,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5663,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5664,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5666,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5669,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5670,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5671,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5673,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5674,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5675,NULL,NULL,NULL,NULL,NULL,NULL,'#children',0,NULL

5676,NULL,NULL,NULL,NULL,NULL,NULL,'#children',0,NULL

5677,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5678,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5680,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5681,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5682,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5683,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5685,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5686,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5687,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5688,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5689,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5690,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5691,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5692,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5693,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5694,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5696,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5698,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5699,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5702,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5704,NULL,NULL,NULL,NULL,NULL,NULL,'#hospitalizations',0,NULL

5705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5707,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5708,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5709,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5710,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5711,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5714,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5719,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5721,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5724,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5726,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5727,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5729,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5730,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5733,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5734,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5735,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5736,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5737,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5739,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5740,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5741,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5742,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5744,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5747,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5749,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5751,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5752,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5753,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5754,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5757,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5758,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5759,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5760,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5761,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5764,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5767,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5768,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5769,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5770,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5771,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5772,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5773,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5774,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5776,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5778,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5779,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5780,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5781,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5784,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5786,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5787,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5788,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5789,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5790,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5791,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5792,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5793,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5798,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5799,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5802,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5807,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5809,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5812,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5813,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5814,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5816,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5818,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5819,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5821,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5822,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5823,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5825,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5826,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5827,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5828,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5830,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5832,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5834,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5835,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5836,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5838,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5840,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5844,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5846,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5848,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5850,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5851,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5852,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5856,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5858,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5859,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5860,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5861,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5862,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5863,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5866,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5867,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5868,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5870,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5871,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5872,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5873,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5874,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5877,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5878,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5879,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5880,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5881,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5882,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5883,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5884,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5885,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5886,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5887,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5888,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5890,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5891,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5892,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5893,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5894,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5896,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5897,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5898,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5899,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5902,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5903,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5904,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5906,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5907,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5908,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5909,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5911,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5913,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5914,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5916,10000,NULL,NULL,0,NULL,NULL,'kg',0,NULL

5917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5918,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5920,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5921,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5923,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5924,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5926,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5927,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5928,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5929,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5930,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5931,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5932,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5933,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5934,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5936,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5937,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5938,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5939,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5940,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5941,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5942,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5943,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5944,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5966,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5968,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

5992,NULL,NULL,NULL,NULL,NULL,NULL,'months',0,NULL

6009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6040,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6041,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6044,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6051,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6053,NULL,NULL,NULL,NULL,NULL,NULL,'',0,NULL

6054,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6056,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6057,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6058,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6060,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6062,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6066,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6067,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6068,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6070,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6071,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6074,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6075,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

6078,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL

