encounter_provider_id,encounter_id,provider_id,encounter_role_id,creator,date_created,changed_by,date_changed,voided,date_voided,voided_by,void_reason,uuid
9782,30745,1,1,1,'2006-05-2214:34:26',NULL,NULL,0,NULL,NULL,NULL,'bfabe992-1691-11df-97a5-7038c432aabf'

9783,30748,1,1,1,'2006-05-2214:35:44',NULL,NULL,0,NULL,NULL,NULL,'bfabf7f1-1691-11df-97a5-7038c432aabf'

9784,30750,1,1,1,'2006-05-2214:36:05',NULL,NULL,0,NULL,NULL,NULL,'bfac05c2-1691-11df-97a5-7038c432aabf'

9785,30752,1,1,1,'2006-05-2214:36:50',NULL,NULL,0,NULL,NULL,NULL,'bfac24d6-1691-11df-97a5-7038c432aabf'

9786,30753,1,1,1,'2006-05-2214:37:13',NULL,NULL,0,NULL,NULL,NULL,'bfac2612-1691-11df-97a5-7038c432aabf'

9787,30758,1,1,1,'2006-05-2214:37:01',NULL,NULL,0,NULL,NULL,NULL,'bfac2728-1691-11df-97a5-7038c432aabf'

9788,30762,1,1,1,'2006-05-2214:38:42',NULL,NULL,0,NULL,NULL,NULL,'bfac284b-1691-11df-97a5-7038c432aabf'

9789,30765,1,1,1,'2006-05-2214:39:18',NULL,NULL,0,NULL,NULL,NULL,'bfac296a-1691-11df-97a5-7038c432aabf'

9790,30768,1,1,1,'2006-05-2214:39:57',NULL,NULL,0,NULL,NULL,NULL,'bfac2a88-1691-11df-97a5-7038c432aabf'

9791,30770,1,1,1,'2006-05-2214:40:06',NULL,NULL,0,NULL,NULL,NULL,'bfac2ba3-1691-11df-97a5-7038c432aabf'

9792,30775,1,1,1,'2006-05-2214:40:53',NULL,NULL,0,NULL,NULL,NULL,'bfac2cb9-1691-11df-97a5-7038c432aabf'

9793,30777,1,1,1,'2006-05-2214:41:52',NULL,NULL,0,NULL,NULL,NULL,'bfac2dd7-1691-11df-97a5-7038c432aabf'

9794,30779,1,1,1,'2006-05-2214:42:22',NULL,NULL,0,NULL,NULL,NULL,'bfac2ef1-1691-11df-97a5-7038c432aabf'

9795,30781,1,1,1,'2006-05-2214:43:08',NULL,NULL,0,NULL,NULL,NULL,'bfac3010-1691-11df-97a5-7038c432aabf'

9796,30782,1,1,1,'2006-05-2214:42:32',NULL,NULL,0,NULL,NULL,NULL,'bfac312a-1691-11df-97a5-7038c432aabf'

9797,30785,1,1,1,'2006-05-2214:43:23',NULL,NULL,0,NULL,NULL,NULL,'bfac3245-1691-11df-97a5-7038c432aabf'

9798,30789,1,1,1,'2006-05-2214:43:43',NULL,NULL,0,NULL,NULL,NULL,'bfac335b-1691-11df-97a5-7038c432aabf'

9799,30790,1,1,1,'2006-05-2214:44:24',NULL,NULL,0,NULL,NULL,NULL,'bfac3475-1691-11df-97a5-7038c432aabf'

9800,30791,1,1,1,'2006-05-2214:44:32',NULL,NULL,0,NULL,NULL,NULL,'bfac3594-1691-11df-97a5-7038c432aabf'

9801,30792,1,1,1,'2006-05-2214:45:47',NULL,NULL,0,NULL,NULL,NULL,'bfac36aa-1691-11df-97a5-7038c432aabf'

9802,30795,1,1,1,'2006-05-2214:45:50',NULL,NULL,0,NULL,NULL,NULL,'bfac37c8-1691-11df-97a5-7038c432aabf'

9803,30797,1,1,1,'2006-05-2214:47:00',NULL,NULL,0,NULL,NULL,NULL,'bfac3996-1691-11df-97a5-7038c432aabf'

9804,30799,1,1,1,'2006-05-2214:47:30',NULL,NULL,0,NULL,NULL,NULL,'bfac3ace-1691-11df-97a5-7038c432aabf'

9805,30808,1,1,1,'2006-05-2214:51:22',NULL,NULL,0,NULL,NULL,NULL,'bfac3bf5-1691-11df-97a5-7038c432aabf'

9806,30812,1,1,1,'2006-05-2214:51:47',NULL,NULL,0,NULL,NULL,NULL,'bfac3d1d-1691-11df-97a5-7038c432aabf'

9807,30816,1,1,1,'2006-05-2214:52:36',NULL,NULL,0,NULL,NULL,NULL,'bfac3e44-1691-11df-97a5-7038c432aabf'

9808,30818,1,1,1,'2006-05-2214:53:14',NULL,NULL,0,NULL,NULL,NULL,'bfac3f6f-1691-11df-97a5-7038c432aabf'

9809,30821,1,1,1,'2006-05-2214:54:32',NULL,NULL,0,NULL,NULL,NULL,'bfac4096-1691-11df-97a5-7038c432aabf'

9810,30830,1,1,1,'2006-05-2214:56:54',NULL,NULL,0,NULL,NULL,NULL,'bfac41e8-1691-11df-97a5-7038c432aabf'

9811,30831,1,1,1,'2006-05-2214:56:48',NULL,NULL,0,NULL,NULL,NULL,'bfac4302-1691-11df-97a5-7038c432aabf'

9812,30834,1,1,1,'2006-05-2214:57:57',NULL,NULL,0,NULL,NULL,NULL,'bfac4419-1691-11df-97a5-7038c432aabf'

9813,30840,1,1,1,'2006-05-2215:00:35',NULL,NULL,0,NULL,NULL,NULL,'bfac4537-1691-11df-97a5-7038c432aabf'

9814,30841,1,1,1,'2006-05-2215:00:45',NULL,NULL,0,NULL,NULL,NULL,'bfac4651-1691-11df-97a5-7038c432aabf'

9815,30845,1,1,1,'2006-05-2215:01:46',NULL,NULL,0,NULL,NULL,NULL,'bfac4767-1691-11df-97a5-7038c432aabf'

9816,30846,1,1,1,'2006-05-2215:00:44',NULL,NULL,0,NULL,NULL,NULL,'bfac4886-1691-11df-97a5-7038c432aabf'

9817,30853,1,1,1,'2006-05-2215:04:26',NULL,NULL,0,NULL,NULL,NULL,'bfac49a0-1691-11df-97a5-7038c432aabf'

9818,30857,1,1,1,'2006-05-2215:05:41',NULL,NULL,0,NULL,NULL,NULL,'bfac4abf-1691-11df-97a5-7038c432aabf'

9819,30858,1,1,1,'2006-05-2215:06:09',NULL,NULL,0,NULL,NULL,NULL,'bfac4bd9-1691-11df-97a5-7038c432aabf'

9820,30860,1,1,1,'2006-05-2215:06:08',NULL,NULL,0,NULL,NULL,NULL,'bfac4cf3-1691-11df-97a5-7038c432aabf'

9821,30865,1,1,1,'2006-05-2215:07:49',NULL,NULL,0,NULL,NULL,NULL,'bfac4e0a-1691-11df-97a5-7038c432aabf'

9822,30867,1,1,1,'2006-05-2215:07:30',NULL,NULL,0,NULL,NULL,NULL,'bfac4f20-1691-11df-97a5-7038c432aabf'

9823,30869,1,1,1,'2006-05-2215:09:08',NULL,NULL,0,NULL,NULL,NULL,'bfac503e-1691-11df-97a5-7038c432aabf'

9824,30870,1,1,1,'2006-05-2215:08:13',NULL,NULL,0,NULL,NULL,NULL,'bfac5158-1691-11df-97a5-7038c432aabf'

9825,30877,1,1,1,'2006-05-2215:12:00',NULL,NULL,0,NULL,NULL,NULL,'bfac526e-1691-11df-97a5-7038c432aabf'

9826,30879,1,1,1,'2006-05-2215:12:24',NULL,NULL,0,NULL,NULL,NULL,'bfac5389-1691-11df-97a5-7038c432aabf'

9827,30881,1,1,1,'2006-05-2215:13:28',NULL,NULL,0,NULL,NULL,NULL,'bfac54a7-1691-11df-97a5-7038c432aabf'

9828,30882,1,1,1,'2006-05-2215:13:42',NULL,NULL,0,NULL,NULL,NULL,'bfac55bd-1691-11df-97a5-7038c432aabf'

9829,30883,1,1,1,'2006-05-2215:14:05',NULL,NULL,0,NULL,NULL,NULL,'bfac56dc-1691-11df-97a5-7038c432aabf'

9830,30886,1,1,1,'2006-05-2215:14:32',NULL,NULL,0,NULL,NULL,NULL,'bfac57f2-1691-11df-97a5-7038c432aabf'

9831,30889,1,1,1,'2006-05-2215:16:16',NULL,NULL,0,NULL,NULL,NULL,'bfac5908-1691-11df-97a5-7038c432aabf'

9832,30893,1,1,1,'2006-05-2215:17:55',NULL,NULL,0,NULL,NULL,NULL,'bfac5a27-1691-11df-97a5-7038c432aabf'

9833,30899,1,1,1,'2006-05-2215:19:32',NULL,NULL,0,NULL,NULL,NULL,'bfac5b3d-1691-11df-97a5-7038c432aabf'

9834,30903,1,1,1,'2006-05-2215:21:15',NULL,NULL,0,NULL,NULL,NULL,'bfac5c57-1691-11df-97a5-7038c432aabf'

9835,30904,1,1,1,'2006-05-2215:20:56',NULL,NULL,0,NULL,NULL,NULL,'bfac5d6d-1691-11df-97a5-7038c432aabf'

9836,30915,1,1,1,'2006-05-2215:26:20',NULL,NULL,0,NULL,NULL,NULL,'bfac5e8b-1691-11df-97a5-7038c432aabf'

9837,30917,1,1,1,'2006-05-2215:27:38',NULL,NULL,0,NULL,NULL,NULL,'bfac5ff3-1691-11df-97a5-7038c432aabf'

9838,30920,1,1,1,'2006-05-2215:26:59',NULL,NULL,0,NULL,NULL,NULL,'bfac6134-1691-11df-97a5-7038c432aabf'

9839,30921,1,1,1,'2006-05-2215:26:49',NULL,NULL,0,NULL,NULL,NULL,'bfac625f-1691-11df-97a5-7038c432aabf'

9840,30923,1,1,1,'2006-05-2215:29:42',NULL,NULL,0,NULL,NULL,NULL,'bfac638a-1691-11df-97a5-7038c432aabf'

9841,30926,1,1,1,'2006-05-2215:31:24',NULL,NULL,0,NULL,NULL,NULL,'bfac64ba-1691-11df-97a5-7038c432aabf'

9842,30933,1,1,1,'2006-05-2215:33:13',NULL,NULL,0,NULL,NULL,NULL,'bfac65e1-1691-11df-97a5-7038c432aabf'

9843,30937,1,1,1,'2006-05-2215:34:00',NULL,NULL,0,NULL,NULL,NULL,'bfac670d-1691-11df-97a5-7038c432aabf'

9844,30941,1,1,1,'2006-05-2215:35:12',NULL,NULL,0,NULL,NULL,NULL,'bfac6834-1691-11df-97a5-7038c432aabf'

9845,30942,1,1,1,'2006-05-2215:36:04',NULL,NULL,0,NULL,NULL,NULL,'bfac695f-1691-11df-97a5-7038c432aabf'

9846,30943,1,1,1,'2006-05-2215:36:58',NULL,NULL,0,NULL,NULL,NULL,'bfac6ab1-1691-11df-97a5-7038c432aabf'

9847,30947,1,1,1,'2006-05-2215:36:22',NULL,NULL,0,NULL,NULL,NULL,'bfac6bc7-1691-11df-97a5-7038c432aabf'

9848,30950,1,1,1,'2006-05-2215:38:27',NULL,NULL,0,NULL,NULL,NULL,'bfac6ce6-1691-11df-97a5-7038c432aabf'

9849,30956,1,1,1,'2006-05-2215:40:01',NULL,NULL,0,NULL,NULL,NULL,'bfac6dfc-1691-11df-97a5-7038c432aabf'

9850,30958,1,1,1,'2006-05-2215:41:29',NULL,NULL,0,NULL,NULL,NULL,'bfac6f1a-1691-11df-97a5-7038c432aabf'

9851,30963,1,1,1,'2006-05-2215:43:05',NULL,NULL,0,NULL,NULL,NULL,'bfac7035-1691-11df-97a5-7038c432aabf'

9852,30964,1,1,1,'2006-05-2215:44:14',NULL,NULL,0,NULL,NULL,NULL,'bfac7153-1691-11df-97a5-7038c432aabf'

9853,30967,1,1,1,'2006-05-2215:45:04',NULL,NULL,0,NULL,NULL,NULL,'bfac7269-1691-11df-97a5-7038c432aabf'

9854,30968,1,1,1,'2006-05-2215:43:52',NULL,NULL,0,NULL,NULL,NULL,'bfac7383-1691-11df-97a5-7038c432aabf'

9855,30974,1,1,1,'2006-05-2215:46:45',NULL,NULL,0,NULL,NULL,NULL,'bfac749e-1691-11df-97a5-7038c432aabf'

9856,30977,1,1,1,'2006-05-2215:45:34',NULL,NULL,0,NULL,NULL,NULL,'bfac75b4-1691-11df-97a5-7038c432aabf'

9857,30983,1,1,1,'2006-05-2215:49:16',NULL,NULL,0,NULL,NULL,NULL,'bfac76d2-1691-11df-97a5-7038c432aabf'

9858,30990,1,1,1,'2006-05-2215:52:21',NULL,NULL,0,NULL,NULL,NULL,'bfac77ed-1691-11df-97a5-7038c432aabf'

9859,30994,1,1,1,'2006-05-2215:52:59',NULL,NULL,0,NULL,NULL,NULL,'bfac790b-1691-11df-97a5-7038c432aabf'

9860,30995,1,1,1,'2006-05-2215:53:23',NULL,NULL,0,NULL,NULL,NULL,'bfac82b8-1691-11df-97a5-7038c432aabf'

9861,30996,1,1,1,'2006-05-2215:54:18',NULL,NULL,0,NULL,NULL,NULL,'bfac83d2-1691-11df-97a5-7038c432aabf'

9862,30999,1,1,1,'2006-05-2215:54:14',NULL,NULL,0,NULL,NULL,NULL,'bfac84e0-1691-11df-97a5-7038c432aabf'

9863,31002,1,1,1,'2006-05-2215:52:29',NULL,NULL,0,NULL,NULL,NULL,'bfac85fa-1691-11df-97a5-7038c432aabf'

9864,31006,1,1,1,'2006-05-2215:57:53',NULL,NULL,0,NULL,NULL,NULL,'bfac87f7-1691-11df-97a5-7038c432aabf'

9865,31007,1,1,1,'2006-05-2215:56:25',NULL,NULL,0,NULL,NULL,NULL,'bfac8927-1691-11df-97a5-7038c432aabf'

9866,31009,1,1,1,'2006-05-2216:00:41',NULL,NULL,0,NULL,NULL,NULL,'bfac8b0e-1691-11df-97a5-7038c432aabf'

9867,31011,1,1,1,'2006-05-2216:00:14',NULL,NULL,0,NULL,NULL,NULL,'bfac8c3a-1691-11df-97a5-7038c432aabf'

9868,31012,1,1,1,'2006-05-2216:02:42',NULL,NULL,0,NULL,NULL,NULL,'bfac8d69-1691-11df-97a5-7038c432aabf'

9869,31016,1,1,1,'2006-05-2216:03:35',NULL,NULL,0,NULL,NULL,NULL,'bfac8e90-1691-11df-97a5-7038c432aabf'

9870,31017,1,1,1,'2006-05-2216:03:34',NULL,NULL,0,NULL,NULL,NULL,'bfac8fde-1691-11df-97a5-7038c432aabf'

9871,31022,1,1,1,'2006-05-2216:06:41',NULL,NULL,0,NULL,NULL,NULL,'bfac90f8-1691-11df-97a5-7038c432aabf'

9872,31023,1,1,1,'2006-05-2216:05:44',NULL,NULL,0,NULL,NULL,NULL,'bfac9213-1691-11df-97a5-7038c432aabf'

9873,31027,1,1,1,'2006-05-2216:08:35',NULL,NULL,0,NULL,NULL,NULL,'bfac9331-1691-11df-97a5-7038c432aabf'

9874,31031,1,1,1,'2006-05-2216:12:02',NULL,NULL,0,NULL,NULL,NULL,'bfac9450-1691-11df-97a5-7038c432aabf'

9875,31033,1,1,1,'2006-05-2216:12:31',NULL,NULL,0,NULL,NULL,NULL,'bfac956e-1691-11df-97a5-7038c432aabf'

9876,31038,1,1,1,'2006-05-2216:13:46',NULL,NULL,0,NULL,NULL,NULL,'bfac9684-1691-11df-97a5-7038c432aabf'

9877,31039,1,1,1,'2006-05-2216:14:57',NULL,NULL,0,NULL,NULL,NULL,'bfac97a3-1691-11df-97a5-7038c432aabf'

9878,31040,1,1,1,'2006-05-2216:14:39',NULL,NULL,0,NULL,NULL,NULL,'bfac98b9-1691-11df-97a5-7038c432aabf'

9879,31047,1,1,1,'2006-05-2216:17:53',NULL,NULL,0,NULL,NULL,NULL,'bfac99cf-1691-11df-97a5-7038c432aabf'

9880,31049,1,1,1,'2006-05-2216:17:30',NULL,NULL,0,NULL,NULL,NULL,'bfac9aee-1691-11df-97a5-7038c432aabf'

9881,31051,1,1,1,'2006-05-2216:18:03',NULL,NULL,0,NULL,NULL,NULL,'bfac9c19-1691-11df-97a5-7038c432aabf'

9882,31053,1,1,1,'2006-05-2216:16:29',NULL,NULL,0,NULL,NULL,NULL,'bfac9df8-1691-11df-97a5-7038c432aabf'

9883,31057,1,1,1,'2006-05-2216:21:39',NULL,NULL,0,NULL,NULL,NULL,'bfac9fb1-1691-11df-97a5-7038c432aabf'

9884,31058,1,1,1,'2006-05-2216:20:21',NULL,NULL,0,NULL,NULL,NULL,'bfaca16d-1691-11df-97a5-7038c432aabf'

9885,31059,1,1,1,'2006-05-2216:22:31',NULL,NULL,0,NULL,NULL,NULL,'bfaca409-1691-11df-97a5-7038c432aabf'

9886,31062,1,1,1,'2006-05-2216:22:14',NULL,NULL,0,NULL,NULL,NULL,'bfaca5ca-1691-11df-97a5-7038c432aabf'

9887,31063,1,1,1,'2006-05-2216:23:20',NULL,NULL,0,NULL,NULL,NULL,'bfaca7a0-1691-11df-97a5-7038c432aabf'

9888,31066,1,1,1,'2006-05-2216:23:04',NULL,NULL,0,NULL,NULL,NULL,'bfaca96a-1691-11df-97a5-7038c432aabf'

9889,31069,1,1,1,'2006-05-2216:24:20',NULL,NULL,0,NULL,NULL,NULL,'bfacab34-1691-11df-97a5-7038c432aabf'

9890,31072,1,1,1,'2006-05-2216:26:28',NULL,NULL,0,NULL,NULL,NULL,'bfacacf5-1691-11df-97a5-7038c432aabf'

9891,31073,1,1,1,'2006-05-2216:26:32',NULL,NULL,0,NULL,NULL,NULL,'bfacaf25-1691-11df-97a5-7038c432aabf'

9892,31074,1,1,1,'2006-05-2216:27:46',NULL,NULL,0,NULL,NULL,NULL,'bfacb104-1691-11df-97a5-7038c432aabf'

9893,31082,1,1,1,'2006-05-2216:29:32',NULL,NULL,0,NULL,NULL,NULL,'bfacb2df-1691-11df-97a5-7038c432aabf'

9894,31086,1,1,1,'2006-05-2216:31:40',NULL,NULL,0,NULL,NULL,NULL,'bfacb4be-1691-11df-97a5-7038c432aabf'

9895,31092,1,1,1,'2006-05-2216:33:42',NULL,NULL,0,NULL,NULL,NULL,'bfacb6cc-1691-11df-97a5-7038c432aabf'

9896,31093,1,1,1,'2006-05-2216:33:52',NULL,NULL,0,NULL,NULL,NULL,'bfacb896-1691-11df-97a5-7038c432aabf'

9897,31094,1,1,1,'2006-05-2216:34:40',NULL,NULL,0,NULL,NULL,NULL,'bfacba57-1691-11df-97a5-7038c432aabf'

9898,31099,1,1,1,'2006-05-2216:36:00',NULL,NULL,0,NULL,NULL,NULL,'bfacbc21-1691-11df-97a5-7038c432aabf'

9899,31104,1,1,1,'2006-05-2216:38:32',NULL,NULL,0,NULL,NULL,NULL,'bfacbd3b-1691-11df-97a5-7038c432aabf'

9900,31106,1,1,1,'2006-05-2216:37:20',NULL,NULL,0,NULL,NULL,NULL,'bfacbe59-1691-11df-97a5-7038c432aabf'

9901,31111,1,1,1,'2006-05-2216:40:41',NULL,NULL,0,NULL,NULL,NULL,'bfacbf74-1691-11df-97a5-7038c432aabf'

9902,31112,1,1,1,'2006-05-2216:41:16',NULL,NULL,0,NULL,NULL,NULL,'bfacc08a-1691-11df-97a5-7038c432aabf'

9903,31113,1,1,1,'2006-05-2216:42:08',NULL,NULL,0,NULL,NULL,NULL,'bfacc1a8-1691-11df-97a5-7038c432aabf'

9904,31114,1,1,1,'2006-05-2216:41:32',NULL,NULL,0,NULL,NULL,NULL,'bfacc2c3-1691-11df-97a5-7038c432aabf'

9905,31115,1,1,1,'2006-05-2216:42:34',NULL,NULL,0,NULL,NULL,NULL,'bfacc3e6-1691-11df-97a5-7038c432aabf'

9906,31117,1,1,1,'2006-05-2216:43:57',NULL,NULL,0,NULL,NULL,NULL,'bfacc500-1691-11df-97a5-7038c432aabf'

9907,31119,1,1,1,'2006-05-2216:44:41',NULL,NULL,0,NULL,NULL,NULL,'bfacc61e-1691-11df-97a5-7038c432aabf'

9908,31121,1,1,1,'2006-05-2216:41:33',NULL,NULL,0,NULL,NULL,NULL,'bfacc734-1691-11df-97a5-7038c432aabf'

9909,31127,1,1,1,'2006-05-2216:48:25',NULL,NULL,0,NULL,NULL,NULL,'bfacc84f-1691-11df-97a5-7038c432aabf'

9910,31146,1,1,1,'2006-05-2223:14:13',NULL,NULL,0,NULL,NULL,NULL,'bfacc969-1691-11df-97a5-7038c432aabf'

9911,31152,1,1,1,'2006-05-2308:04:07',NULL,NULL,0,NULL,NULL,NULL,'bfacca83-1691-11df-97a5-7038c432aabf'

9912,31154,1,1,1,'2006-05-2308:06:19',NULL,NULL,0,NULL,NULL,NULL,'bfaccba2-1691-11df-97a5-7038c432aabf'

9913,31159,1,1,1,'2006-05-2308:10:02',NULL,NULL,0,NULL,NULL,NULL,'bfacccbc-1691-11df-97a5-7038c432aabf'

9914,31160,1,1,1,'2006-05-2308:11:21',NULL,NULL,0,NULL,NULL,NULL,'bfaccdd6-1691-11df-97a5-7038c432aabf'

9915,31169,1,1,1,'2006-05-2308:14:54',NULL,NULL,0,NULL,NULL,NULL,'bfaccef1-1691-11df-97a5-7038c432aabf'

9916,31172,1,1,1,'2006-05-2308:18:40',NULL,NULL,0,NULL,NULL,NULL,'bfacd00b-1691-11df-97a5-7038c432aabf'

9917,31174,1,1,1,'2006-05-2308:18:07',NULL,NULL,0,NULL,NULL,NULL,'bfacd121-1691-11df-97a5-7038c432aabf'

9918,31176,1,1,1,'2006-05-2308:19:11',NULL,NULL,0,NULL,NULL,NULL,'bfacd23b-1691-11df-97a5-7038c432aabf'

9919,31187,1,1,1,'2006-05-2308:22:01',NULL,NULL,0,NULL,NULL,NULL,'bfacd35a-1691-11df-97a5-7038c432aabf'

9920,31191,1,1,1,'2006-05-2308:24:44',NULL,NULL,0,NULL,NULL,NULL,'bfacd470-1691-11df-97a5-7038c432aabf'

9921,31192,1,1,1,'2006-05-2308:22:38',NULL,NULL,0,NULL,NULL,NULL,'bfacd5ed-1691-11df-97a5-7038c432aabf'

9922,31200,1,1,1,'2006-05-2308:26:51',NULL,NULL,0,NULL,NULL,NULL,'bfacd718-1691-11df-97a5-7038c432aabf'

9923,31205,1,1,1,'2006-05-2308:28:41',NULL,NULL,0,NULL,NULL,NULL,'bfacd844-1691-11df-97a5-7038c432aabf'

9924,31207,1,1,1,'2006-05-2308:28:16',NULL,NULL,0,NULL,NULL,NULL,'bfacd96b-1691-11df-97a5-7038c432aabf'

